Entity,Code,Year,CM,HE,Population,Continent
Finland,FIN,1946,,,3876430,
Finland,FIN,1947,,,3907849,
Finland,FIN,1948,,,3939523,
Finland,FIN,1949,,,3972994,
Finland,FIN,1950,,,4008292,
Finland,FIN,1951,,,4050488,
Finland,FIN,1952,,,4096559,
Finland,FIN,1953,,,4144309,
Finland,FIN,1954,,,4191970,
Finland,FIN,1955,,,4238274,
Finland,FIN,1956,,,4282376,
Finland,FIN,1957,,,4323916,
Finland,FIN,1958,,,4362911,
Finland,FIN,1959,,,4399668,
Finland,FIN,1960,2.689999962,,4434593,
Finland,FIN,1961,2.520000076,,4467763,
Finland,FIN,1962,2.379999924,,4498821,
Finland,FIN,1963,2.25,,4526738,
Finland,FIN,1964,2.129999924,,4550250,
Finland,FIN,1965,2.020000076,,4568604,
Finland,FIN,1966,1.920000076,,4581115,
Finland,FIN,1967,1.839999962,,4588660,
Finland,FIN,1968,1.760000038,,4594021,
Finland,FIN,1969,1.679999924,,4601033,
Finland,FIN,1970,1.610000038,,4612365,
Finland,FIN,1971,1.539999962,,4629371,
Finland,FIN,1972,1.460000038,,4651174,
Finland,FIN,1973,1.389999962,,4675450,
Finland,FIN,1974,1.310000038,,4698782,
Finland,FIN,1975,1.230000019,,4718744,
Finland,FIN,1976,1.139999962,,4734432,
Finland,FIN,1977,1.060000038,,4746929,
Finland,FIN,1978,0.989999962,,4758256,
Finland,FIN,1979,0.919999981,,4771341,
Finland,FIN,1980,0.869999981,,4788247,
Finland,FIN,1981,0.819999981,,4809807,
Finland,FIN,1982,0.79000001,,4835102,
Finland,FIN,1983,0.75999999,,4862171,
Finland,FIN,1984,0.75,,4888197,
Finland,FIN,1985,0.730000019,,4911220,
Finland,FIN,1986,0.730000019,,4930342,
Finland,FIN,1987,0.719999981,,4946368,
Finland,FIN,1988,0.70999999,,4961097,
Finland,FIN,1989,0.69000001,,4977118,
Finland,FIN,1990,0.669999981,,4996220,
Finland,FIN,1991,0.64000001,,5019134,
Finland,FIN,1992,0.60999999,,5044928,
Finland,FIN,1993,0.580000019,,5071782,
Finland,FIN,1994,0.55,,5097090,
Finland,FIN,1995,0.519999981,,5119012,
Finland,FIN,1996,0.49000001,,5136984,
Finland,FIN,1997,0.469999981,,5151740,
Finland,FIN,1998,0.45999999,,5164236,
Finland,FIN,1999,0.44000001,,5175921,
Finland,FIN,2000,0.430000019,1896.237793,5187953,
Finland,FIN,2001,0.419999981,2011.47583,5200475,
Finland,FIN,2002,0.40999999,2176.567871,5213368,
Finland,FIN,2003,0.4,2297.541992,5227106,
Finland,FIN,2004,0.39000001,2505.795654,5242175,
Finland,FIN,2005,0.370000005,2649.95752,5258933,
Finland,FIN,2006,0.35999999,2844.422363,5277490,
Finland,FIN,2007,0.35,3049.784668,5297741,
Finland,FIN,2008,0.329999995,3340.422119,5319452,
Finland,FIN,2009,0.320000005,3479.077637,5342266,
Finland,FIN,2010,0.3,3562.516602,5365784,
Finland,FIN,2011,0.29000001,3772.536133,5390036,
Finland,FIN,2012,0.279999995,3917.43335,5414769,
Finland,FIN,2013,0.270000005,4068.539063,5438984,
Finland,FIN,2014,0.25999999,4084.430176,5461410,
Finland,FIN,2015,0.25,4097.81543,5481128,Europe
Finland,FIN,2016,0.24000001,4212.087402,5497714,
Finland,FIN,2017,0.24000001,4339.097168,5511372,
Finland,FIN,2018,0.24000001,4490.17627,5522585,
Finland,FIN,2019,0.229999995,4710.218262,5532159,
Finland,FIN,2020,0.229999995,,5540718,
Finland,FIN,2021,,,5548361,
Germany,DEU,1900,,,55185341,
Germany,DEU,1901,,,55981081,
Germany,DEU,1902,,,56801719,
Germany,DEU,1903,,,57647806,
Germany,DEU,1904,,,58506492,
Germany,DEU,1905,,,59377964,
Germany,DEU,1906,,,60262412,
Germany,DEU,1907,,,61160030,
Germany,DEU,1908,,,62071014,
Germany,DEU,1909,,,62767668,
Germany,DEU,1910,,,63247408,
Germany,DEU,1911,,,63507611,
Germany,DEU,1912,,,63545612,
Germany,DEU,1913,,,63358703,
Germany,DEU,1914,,,63172340,
Germany,DEU,1915,,,62986521,
Germany,DEU,1916,,,62801243,
Germany,DEU,1917,,,62616506,
Germany,DEU,1918,,,62415473,
Germany,DEU,1919,,,62337715,
Germany,DEU,1920,,,62383655,
Germany,DEU,1921,,,62553720,
Germany,DEU,1922,,,62848341,
Germany,DEU,1923,,,63267954,
Germany,DEU,1924,,,63690369,
Germany,DEU,1925,,,64115604,
Germany,DEU,1926,,,64543678,
Germany,DEU,1927,,,64974611,
Germany,DEU,1928,,,65408420,
Germany,DEU,1929,,,65850348,
Germany,DEU,1930,,,66300486,
Germany,DEU,1931,,,66758925,
Germany,DEU,1932,,,67225759,
Germany,DEU,1933,,,67701081,
Germany,DEU,1934,,,68179764,
Germany,DEU,1935,,,68661832,
Germany,DEU,1936,,,69147308,
Germany,DEU,1937,,,69636216,
Germany,DEU,1938,,,70128582,
Germany,DEU,1939,,,70493827,
Germany,DEU,1940,,,70731329,
Germany,DEU,1941,,,70840459,
Germany,DEU,1942,,,70820585,
Germany,DEU,1943,,,70671068,
Germany,DEU,1944,,,70521868,
Germany,DEU,1945,,,70372982,
Germany,DEU,1946,,,70224410,
Germany,DEU,1947,,,70076152,
Germany,DEU,1948,,,69928207,
Germany,DEU,1949,,,69891436,
Germany,DEU,1950,,,69966252,
Germany,DEU,1951,,,70300011,
Germany,DEU,1952,,,70620275,
Germany,DEU,1953,,,70929839,
Germany,DEU,1954,,,71233393,
Germany,DEU,1955,,,71537454,
Germany,DEU,1956,,,71850645,
Germany,DEU,1957,,,72183453,
Germany,DEU,1958,,,72547581,
Germany,DEU,1959,,,72954885,
Germany,DEU,1960,,,73414229,
Germany,DEU,1961,,,73928077,
Germany,DEU,1962,,,74489450,
Germany,DEU,1963,,,75080749,
Germany,DEU,1964,,,75677305,
Germany,DEU,1965,,,76258034,
Germany,DEU,1966,,,76819570,
Germany,DEU,1967,,,77357251,
Germany,DEU,1968,2.710000038,,77847179,
Germany,DEU,1969,2.639999962,,78260756,
Germany,DEU,1970,2.560000038,,78578381,
Germany,DEU,1971,2.489999962,,78789931,
Germany,DEU,1972,2.4,,78901826,
Germany,DEU,1973,2.310000038,,78932455,
Germany,DEU,1974,2.2,,78909808,
Germany,DEU,1975,2.079999924,,78856031,
Germany,DEU,1976,1.95,,78781740,
Germany,DEU,1977,1.829999924,,78687323,
Germany,DEU,1978,1.710000038,,78573588,
Germany,DEU,1979,1.6,,78438171,
Germany,DEU,1980,1.5,,78283101,
Germany,DEU,1981,1.410000038,,78107860,
Germany,DEU,1982,1.319999981,,77926016,
Germany,DEU,1983,1.239999962,,77770210,
Germany,DEU,1984,1.180000019,,77682293,
Germany,DEU,1985,1.110000038,,77691591,
Germany,DEU,1986,1.060000038,,77806136,
Germany,DEU,1987,1.010000038,,78015742,
Germany,DEU,1988,0.95,,78307525,
Germany,DEU,1989,0.9,,78660301,
Germany,DEU,1990,0.85,,79053984,
Germany,DEU,1991,0.8,,79490831,
Germany,DEU,1992,0.75999999,,79963166,
Germany,DEU,1993,0.719999981,,80428557,
Germany,DEU,1994,0.680000019,,80832928,
Germany,DEU,1995,0.65,,81138653,
Germany,DEU,1996,0.619999981,,81323666,
Germany,DEU,1997,0.59000001,,81399250,
Germany,DEU,1998,0.569999981,,81402671,
Germany,DEU,1999,0.55,,81389935,
Germany,DEU,2000,0.54000001,2692.238037,81400883,
Germany,DEU,2001,0.519999981,2818.601074,81453894,
Germany,DEU,2002,0.50999999,2973.188965,81535124,
Germany,DEU,2003,0.5,3107.751709,81614371,
Germany,DEU,2004,0.49000001,3175.912354,81646474,
Germany,DEU,2005,0.469999981,3277.212158,81602739,
Germany,DEU,2006,0.45999999,3470.145264,81472235,
Germany,DEU,2007,0.45,3640.699951,81277836,
Germany,DEU,2008,0.44000001,3870.063965,81065751,
Germany,DEU,2009,0.430000019,4135.202637,80899961,
Germany,DEU,2010,0.419999981,4323.986328,80827001,
Germany,DEU,2011,0.40999999,4588.230957,80855629,
Germany,DEU,2012,0.4,4711.658203,80972629,
Germany,DEU,2013,0.4,4955.896484,81174373,
Germany,DEU,2014,0.4,5195.209961,81450370,
Germany,DEU,2015,0.39000001,5356.607422,81787411,Europe
Germany,DEU,2016,0.39000001,5694.912598,82193770,
Germany,DEU,2017,0.39000001,6028.248047,82658409,
Germany,DEU,2018,0.379999995,6500.015625,83124413,
Germany,DEU,2019,0.370000005,6738.67041,83517046,
Germany,DEU,2020,0.370000005,,83783945,
Germany,DEU,2021,,,83900471,
Hong Kong,HKG,1900,,,310103,
Hong Kong,HKG,1901,,,321434,
Hong Kong,HKG,1902,,,333180,
Hong Kong,HKG,1903,,,345354,
Hong Kong,HKG,1904,,,357972,
Hong Kong,HKG,1905,,,371051,
Hong Kong,HKG,1906,,,384607,
Hong Kong,HKG,1907,,,398658,
Hong Kong,HKG,1908,,,413223,
Hong Kong,HKG,1909,,,428529,
Hong Kong,HKG,1910,,,444627,
Hong Kong,HKG,1911,,,457457,
Hong Kong,HKG,1912,,,474170,
Hong Kong,HKG,1913,,,492259,
Hong Kong,HKG,1914,,,511867,
Hong Kong,HKG,1915,,,533129,
Hong Kong,HKG,1916,,,555405,
Hong Kong,HKG,1917,,,578697,
Hong Kong,HKG,1918,,,602922,
Hong Kong,HKG,1919,,,628155,
Hong Kong,HKG,1920,,,637576,
Hong Kong,HKG,1921,,,642959,
Hong Kong,HKG,1922,,,649688,
Hong Kong,HKG,1923,,,673576,
Hong Kong,HKG,1924,,,702848,
Hong Kong,HKG,1925,,,716979,
Hong Kong,HKG,1926,,,726736,
Hong Kong,HKG,1927,,,736157,
Hong Kong,HKG,1928,,,761390,
Hong Kong,HKG,1929,,,793690,
Hong Kong,HKG,1930,,,822961,
Hong Kong,HKG,1931,,,861989,
Hong Kong,HKG,1932,,,896308,
Hong Kong,HKG,1933,,,931299,
Hong Kong,HKG,1934,,,953168,
Hong Kong,HKG,1935,,,975037,
Hong Kong,HKG,1936,,,1088758,
Hong Kong,HKG,1937,,,1261358,
Hong Kong,HKG,1938,,,1517734,
Hong Kong,HKG,1939,,,1687306,
Hong Kong,HKG,1940,,,1741138,
Hong Kong,HKG,1941,,,1697668,
Hong Kong,HKG,1942,,,1636031,
Hong Kong,HKG,1943,,,1617865,
Hong Kong,HKG,1944,,,1599900,
Hong Kong,HKG,1945,,,1582134,
Hong Kong,HKG,1946,,,1637647,
Hong Kong,HKG,1947,,,1715904,
Hong Kong,HKG,1948,,,1819195,
Hong Kong,HKG,1949,,,1894559,
Hong Kong,HKG,1950,,,1974002,
Hong Kong,HKG,1951,,,2057742,
Hong Kong,HKG,1952,,,2150095,
Hong Kong,HKG,1953,,,2250713,
Hong Kong,HKG,1954,,,2358710,
Hong Kong,HKG,1955,,,2472665,
Hong Kong,HKG,1956,,,2590557,
Hong Kong,HKG,1957,,,2709845,
Hong Kong,HKG,1958,,,2827560,
Hong Kong,HKG,1959,,,2940529,
Hong Kong,HKG,1960,,,3046048,
Hong Kong,HKG,1961,,,3142572,
Hong Kong,HKG,1962,,,3230300,
Hong Kong,HKG,1963,,,3311460,
Hong Kong,HKG,1964,,,3389562,
Hong Kong,HKG,1965,,,3467220,
Hong Kong,HKG,1966,,,3545854,
Hong Kong,HKG,1967,,,3624973,
Hong Kong,HKG,1968,,,3703179,
Hong Kong,HKG,1969,,,3778181,
Hong Kong,HKG,1970,,,3848922,
Hong Kong,HKG,1971,,,3913597,
Hong Kong,HKG,1972,,,3974193,
Hong Kong,HKG,1973,,,4037791,
Hong Kong,HKG,1974,,,4113988,
Hong Kong,HKG,1975,,,4208963,
Hong Kong,HKG,1976,,,4326333,
Hong Kong,HKG,1977,,,4462399,
Hong Kong,HKG,1978,,,4607029,
Hong Kong,HKG,1979,,,4745877,
Hong Kong,HKG,1980,,,4868744,
Hong Kong,HKG,1981,,,4971693,
Hong Kong,HKG,1982,,,5058049,
Hong Kong,HKG,1983,,,5133705,
Hong Kong,HKG,1984,,,5207835,
Hong Kong,HKG,1985,,,5287023,
Hong Kong,HKG,1986,,,5373445,
Hong Kong,HKG,1987,,,5464705,
Hong Kong,HKG,1988,,,5557380,
Hong Kong,HKG,1989,,,5646276,
Hong Kong,HKG,1990,,,5727942,
Hong Kong,HKG,1991,,,5800040,
Hong Kong,HKG,1992,,,5864745,
Hong Kong,HKG,1993,,,5928336,
Hong Kong,HKG,1994,,,5999619,
Hong Kong,HKG,1995,,,6084234,
Hong Kong,HKG,1996,,,6185584,
Hong Kong,HKG,1997,,,6299912,
Hong Kong,HKG,1998,,,6416996,
Hong Kong,HKG,1999,,,6522461,
Hong Kong,HKG,2000,,,6606328,
Hong Kong,HKG,2001,,,6664775,
Hong Kong,HKG,2002,,,6701771,
Hong Kong,HKG,2003,,,6724687,
Hong Kong,HKG,2004,,,6744563,
Hong Kong,HKG,2005,,,6769579,
Hong Kong,HKG,2006,,,6802083,
Hong Kong,HKG,2007,,,6840017,
Hong Kong,HKG,2008,,,6881861,
Hong Kong,HKG,2009,,,6924642,
Hong Kong,HKG,2010,,,6966324,
Hong Kong,HKG,2011,,,7006598,
Hong Kong,HKG,2012,,,7046847,
Hong Kong,HKG,2013,,,7088780,
Hong Kong,HKG,2014,,,7134668,
Hong Kong,HKG,2015,,,7185992,Asia
Hong Kong,HKG,2016,,,7243541,
Hong Kong,HKG,2017,,,7306315,
Hong Kong,HKG,2018,,,7371728,
Hong Kong,HKG,2019,,,7436157,
Hong Kong,HKG,2020,,,7496988,
Hong Kong,HKG,2021,,,7552800,
Iceland,ISL,1900,,,77857,
Iceland,ISL,1901,,,78714,
Iceland,ISL,1902,,,79622,
Iceland,ISL,1903,,,80582,
Iceland,ISL,1904,,,81555,
Iceland,ISL,1905,,,82538,
Iceland,ISL,1906,,,83534,
Iceland,ISL,1907,,,84542,
Iceland,ISL,1908,,,85562,
Iceland,ISL,1909,,,86571,
Iceland,ISL,1910,,,87569,
Iceland,ISL,1911,,,88556,
Iceland,ISL,1912,,,89530,
Iceland,ISL,1913,,,90493,
Iceland,ISL,1914,,,91465,
Iceland,ISL,1915,,,92449,
Iceland,ISL,1916,,,93442,
Iceland,ISL,1917,,,94447,
Iceland,ISL,1918,,,95469,
Iceland,ISL,1919,,,96499,
Iceland,ISL,1920,,,97539,
Iceland,ISL,1921,,,98587,
Iceland,ISL,1922,,,99643,
Iceland,ISL,1923,,,100709,
Iceland,ISL,1924,,,101786,
Iceland,ISL,1925,,,102875,
Iceland,ISL,1926,,,103975,
Iceland,ISL,1927,,,105087,
Iceland,ISL,1928,,,106211,
Iceland,ISL,1929,,,107343,
Iceland,ISL,1930,,,108482,
Iceland,ISL,1931,,,109629,
Iceland,ISL,1932,,,110785,
Iceland,ISL,1933,,,111948,
Iceland,ISL,1934,,,113123,
Iceland,ISL,1935,,,114311,
Iceland,ISL,1936,,,115511,
Iceland,ISL,1937,,,116724,
Iceland,ISL,1938,,,117949,
Iceland,ISL,1939,,,119339,
Iceland,ISL,1940,,,120898,
Iceland,ISL,1941,,,122631,
Iceland,ISL,1942,,,124541,
Iceland,ISL,1943,,,126633,
Iceland,ISL,1944,,,128761,
Iceland,ISL,1945,,,130924,
Iceland,ISL,1946,,,133124,
Iceland,ISL,1947,,,135361,
Iceland,ISL,1948,,,137635,
Iceland,ISL,1949,,,140065,
Iceland,ISL,1950,,,142657,
Iceland,ISL,1951,,,144942,
Iceland,ISL,1952,,,147713,
Iceland,ISL,1953,,,150813,
Iceland,ISL,1954,,,154163,
Iceland,ISL,1955,,,157641,
Iceland,ISL,1956,,,161198,
Iceland,ISL,1957,,,164786,
Iceland,ISL,1958,,,168396,
Iceland,ISL,1959,,,171992,
Iceland,ISL,1960,2.15,,175584,
Iceland,ISL,1961,2.110000038,,179183,
Iceland,ISL,1962,2.070000076,,182711,
Iceland,ISL,1963,2.029999924,,186130,
Iceland,ISL,1964,1.979999924,,189345,
Iceland,ISL,1965,1.920000076,,192315,
Iceland,ISL,1966,1.85,,194991,
Iceland,ISL,1967,1.789999962,,197405,
Iceland,ISL,1968,1.720000076,,199669,
Iceland,ISL,1969,1.660000038,,201971,
Iceland,ISL,1970,1.6,,204423,
Iceland,ISL,1971,1.539999962,,207095,
Iceland,ISL,1972,1.480000019,,209928,
Iceland,ISL,1973,1.410000038,,212803,
Iceland,ISL,1974,1.35,,215568,
Iceland,ISL,1975,1.280000019,,218079,
Iceland,ISL,1976,1.219999981,,220276,
Iceland,ISL,1977,1.15,,222267,
Iceland,ISL,1978,1.080000019,,224146,
Iceland,ISL,1979,1.019999981,,226104,
Iceland,ISL,1980,0.960000038,,228256,
Iceland,ISL,1981,0.910000038,,230665,
Iceland,ISL,1982,0.869999981,,233273,
Iceland,ISL,1983,0.830000019,,236021,
Iceland,ISL,1984,0.79000001,,238818,
Iceland,ISL,1985,0.75999999,,241587,
Iceland,ISL,1986,0.74000001,,244335,
Iceland,ISL,1987,0.70999999,,247057,
Iceland,ISL,1988,0.69000001,,249755,
Iceland,ISL,1989,0.669999981,,252424,
Iceland,ISL,1990,0.65,,255044,
Iceland,ISL,1991,0.619999981,,257616,
Iceland,ISL,1992,0.6,,260154,
Iceland,ISL,1993,0.569999981,,262650,
Iceland,ISL,1994,0.55,,265140,
Iceland,ISL,1995,0.519999981,,267627,
Iceland,ISL,1996,0.5,,270144,
Iceland,ISL,1997,0.469999981,,272709,
Iceland,ISL,1998,0.45,,275294,
Iceland,ISL,1999,0.430000019,,277868,
Iceland,ISL,2000,0.40999999,2667.52124,280439,
Iceland,ISL,2001,0.39000001,2822.078613,282910,
Iceland,ISL,2002,0.370000005,3110.162598,285329,
Iceland,ISL,2003,0.35,3195.446533,287955,
Iceland,ISL,2004,0.34000001,3330.78125,291102,
Iceland,ISL,2005,0.320000005,3359.114014,294976,
Iceland,ISL,2006,0.30999999,3438.628906,299727,
Iceland,ISL,2007,0.3,3531.835205,305181,
Iceland,ISL,2008,0.29000001,3725.518311,310855,
Iceland,ISL,2009,0.279999995,3704.710938,316057,
Iceland,ISL,2010,0.270000005,3304.679688,320342,
Iceland,ISL,2011,0.25999999,3311.723633,323471,
Iceland,ISL,2012,0.25,3384.375977,325642,
Iceland,ISL,2013,0.24000001,3592.751465,327194,
Iceland,ISL,2014,0.24000001,3771.124756,328592,
Iceland,ISL,2015,0.229999995,3977.299561,330237,Europe
Iceland,ISL,2016,0.220000005,4372.529297,332209,
Iceland,ISL,2017,0.20999999,4762.730957,334395,
Iceland,ISL,2018,0.20999999,5304.017578,336712,
Iceland,ISL,2019,0.2,5636.412598,339037,
Iceland,ISL,2020,0.189999998,,341250,
Iceland,ISL,2021,,,343360,
Ireland,IRL,1900,,,4430989,
Ireland,IRL,1901,,,4415380,
Ireland,IRL,1902,,,4402943,
Ireland,IRL,1903,,,4393653,
Ireland,IRL,1904,,,4384382,
Ireland,IRL,1905,,,4375131,
Ireland,IRL,1906,,,4365899,
Ireland,IRL,1907,,,4356686,
Ireland,IRL,1908,,,4347493,
Ireland,IRL,1909,,,4339485,
Ireland,IRL,1910,,,4332660,
Ireland,IRL,1911,,,4327013,
Ireland,IRL,1912,,,4322541,
Ireland,IRL,1913,,,4319240,
Ireland,IRL,1914,,,4315941,
Ireland,IRL,1915,,,4312645,
Ireland,IRL,1916,,,4309351,
Ireland,IRL,1917,,,4306059,
Ireland,IRL,1918,,,4303696,
Ireland,IRL,1919,,,4268199,
Ireland,IRL,1920,,,4200881,
Ireland,IRL,1921,,,4103003,
Ireland,IRL,1922,,,3975780,
Ireland,IRL,1923,,,3820375,
Ireland,IRL,1924,,,3671044,
Ireland,IRL,1925,,,3527551,
Ireland,IRL,1926,,,3389666,
Ireland,IRL,1927,,,3257171,
Ireland,IRL,1928,,,3129856,
Ireland,IRL,1929,,,3030681,
Ireland,IRL,1930,,,2958572,
Ireland,IRL,1931,,,2912496,
Ireland,IRL,1932,,,2891459,
Ireland,IRL,1933,,,2894506,
Ireland,IRL,1934,,,2897558,
Ireland,IRL,1935,,,2900612,
Ireland,IRL,1936,,,2903669,
Ireland,IRL,1937,,,2906730,
Ireland,IRL,1938,,,2909794,
Ireland,IRL,1939,,,2912345,
Ireland,IRL,1940,,,2914383,
Ireland,IRL,1941,,,2915908,
Ireland,IRL,1942,,,2916917,
Ireland,IRL,1943,,,2917412,
Ireland,IRL,1944,,,2917906,
Ireland,IRL,1945,,,2918401,
Ireland,IRL,1946,,,2918895,
Ireland,IRL,1947,,,2919390,
Ireland,IRL,1948,,,2919885,
Ireland,IRL,1949,,,2917645,
Ireland,IRL,1950,,,2912682,
Ireland,IRL,1951,,,2912605,
Ireland,IRL,1952,,,2909049,
Ireland,IRL,1953,,,2901312,
Ireland,IRL,1954,,,2889284,
Ireland,IRL,1955,,,2873410,
Ireland,IRL,1956,,,2854784,
Ireland,IRL,1957,,,2835058,
Ireland,IRL,1958,,,2816353,
Ireland,IRL,1959,,,2801088,
Ireland,IRL,1960,3.529999924,,2791390,
Ireland,IRL,1961,3.390000153,,2788526,
Ireland,IRL,1962,3.25,,2792380,
Ireland,IRL,1963,3.129999924,,2801184,
Ireland,IRL,1964,3.010000038,,2812226,
Ireland,IRL,1965,2.860000038,,2823644,
Ireland,IRL,1966,2.710000038,,2834679,
Ireland,IRL,1967,2.55,,2846351,
Ireland,IRL,1968,2.410000038,,2860729,
Ireland,IRL,1969,2.3,,2880757,
Ireland,IRL,1970,2.220000076,,2908430,
Ireland,IRL,1971,2.170000076,,2944092,
Ireland,IRL,1972,2.139999962,,2986566,
Ireland,IRL,1973,2.110000038,,3034327,
Ireland,IRL,1974,2.060000038,,3085159,
Ireland,IRL,1975,2,,3137181,
Ireland,IRL,1976,1.910000038,,3189867,
Ireland,IRL,1977,1.8,,3242767,
Ireland,IRL,1978,1.679999924,,3294158,
Ireland,IRL,1979,1.55,,3342005,
Ireland,IRL,1980,1.430000019,,3384760,
Ireland,IRL,1981,1.319999981,,3422026,
Ireland,IRL,1982,1.239999962,,3453785,
Ireland,IRL,1983,1.169999981,,3479464,
Ireland,IRL,1984,1.110000038,,3498540,
Ireland,IRL,1985,1.069999981,,3510978,
Ireland,IRL,1986,1.039999962,,3516423,
Ireland,IRL,1987,1.010000038,,3515827,
Ireland,IRL,1988,0.989999962,,3512179,
Ireland,IRL,1989,0.960000038,,3509508,
Ireland,IRL,1990,0.919999981,,3510881,
Ireland,IRL,1991,0.860000038,,3517704,
Ireland,IRL,1992,0.810000038,,3529847,
Ireland,IRL,1993,0.769999981,,3546929,
Ireland,IRL,1994,0.74000001,,3567918,
Ireland,IRL,1995,0.730000019,,3592180,
Ireland,IRL,1996,0.730000019,,3619633,
Ireland,IRL,1997,0.730000019,,3651096,
Ireland,IRL,1998,0.730000019,,3687821,
Ireland,IRL,1999,0.730000019,,3731472,
Ireland,IRL,2000,0.70999999,1795.642944,3783095,
Ireland,IRL,2001,0.69000001,2100.944092,3842253,
Ireland,IRL,2002,0.65,2369.668945,3907995,
Ireland,IRL,2003,0.6,2560.674561,3980077,
Ireland,IRL,2004,0.55999999,2822.845459,4058131,
Ireland,IRL,2005,0.519999981,3128.888184,4141218,
Ireland,IRL,2006,0.49000001,3371.895264,4230619,
Ireland,IRL,2007,0.45999999,3696.954834,4324649,
Ireland,IRL,2008,0.44000001,4059.450439,4415871,
Ireland,IRL,2009,0.430000019,4380.6875,4494572,
Ireland,IRL,2010,0.419999981,4561.692383,4554330,
Ireland,IRL,2011,0.40999999,4802.279785,4591115,
Ireland,IRL,2012,0.4,4938.226563,4608199,
Ireland,IRL,2013,0.39000001,4945.745117,4615426,
Ireland,IRL,2014,0.379999995,4898.442871,4626852,
Ireland,IRL,2015,0.370000005,5077.476563,4652420,Europe
Ireland,IRL,2016,0.35999999,5356.188477,4695790,
Ireland,IRL,2017,0.34000001,5582.932129,4753281,
Ireland,IRL,2018,0.329999995,5869.537598,4818694,
Ireland,IRL,2019,0.320000005,6010.066406,4882498,
Ireland,IRL,2020,0.3,,4937796,
Ireland,IRL,2021,,,4982904,
Israel,ISR,1900,,,353826,
Israel,ISR,1901,,,358422,
Israel,ISR,1902,,,363148,
Israel,ISR,1903,,,368007,
Israel,ISR,1904,,,372931,
Israel,ISR,1905,,,377920,
Israel,ISR,1906,,,382977,
Israel,ISR,1907,,,388100,
Israel,ISR,1908,,,393293,
Israel,ISR,1909,,,398180,
Israel,ISR,1910,,,402756,
Israel,ISR,1911,,,407013,
Israel,ISR,1912,,,410943,
Israel,ISR,1913,,,414539,
Israel,ISR,1914,,,418167,
Israel,ISR,1915,,,421826,
Israel,ISR,1916,,,425517,
Israel,ISR,1917,,,429240,
Israel,ISR,1918,,,433210,
Israel,ISR,1919,,,438688,
Israel,ISR,1920,,,445727,
Israel,ISR,1921,,,454380,
Israel,ISR,1922,,,464703,
Israel,ISR,1923,,,476751,
Israel,ISR,1924,,,489111,
Israel,ISR,1925,,,501792,
Israel,ISR,1926,,,514802,
Israel,ISR,1927,,,528149,
Israel,ISR,1928,,,541842,
Israel,ISR,1929,,,557741,
Israel,ISR,1930,,,575981,
Israel,ISR,1931,,,596703,
Israel,ISR,1932,,,620058,
Israel,ISR,1933,,,646201,
Israel,ISR,1934,,,673446,
Israel,ISR,1935,,,701840,
Israel,ISR,1936,,,731431,
Israel,ISR,1937,,,762270,
Israel,ISR,1938,,,794409,
Israel,ISR,1939,,,827103,
Israel,ISR,1940,,,860345,
Israel,ISR,1941,,,894129,
Israel,ISR,1942,,,928443,
Israel,ISR,1943,,,963277,
Israel,ISR,1944,,,999418,
Israel,ISR,1945,,,1036916,
Israel,ISR,1946,,,1075820,
Israel,ISR,1947,,,1116183,
Israel,ISR,1948,,,1158061,
Israel,ISR,1949,,,1205193,
Israel,ISR,1950,,,1257968,
Israel,ISR,1951,,,1345335,
Israel,ISR,1952,,,1435825,
Israel,ISR,1953,,,1525358,
Israel,ISR,1954,,,1611168,
Israel,ISR,1955,,,1691873,
Israel,ISR,1956,,,1767489,
Israel,ISR,1957,,,1839371,
Israel,ISR,1958,,,1910043,
Israel,ISR,1959,,,1982760,
Israel,ISR,1960,4.2,,2060476,
Israel,ISR,1961,3.959999847,,2144648,
Israel,ISR,1962,3.729999924,,2234199,
Israel,ISR,1963,3.529999924,,2325149,
Israel,ISR,1964,3.359999847,,2411782,
Israel,ISR,1965,3.220000076,,2490322,
Israel,ISR,1966,3.120000076,,2558716,
Israel,ISR,1967,3.029999924,,2619102,
Israel,ISR,1968,2.970000076,,2676972,
Israel,ISR,1969,2.910000038,,2740066,
Israel,ISR,1970,2.860000038,,2813746,
Israel,ISR,1971,2.810000038,,2900016,
Israel,ISR,1972,2.770000076,,2996475,
Israel,ISR,1973,2.720000076,,3098785,
Israel,ISR,1974,2.639999962,,3200533,
Israel,ISR,1975,2.529999924,,3296931,
Israel,ISR,1976,2.370000076,,3387048,
Israel,ISR,1977,2.2,,3472118,
Israel,ISR,1978,2.039999962,,3552297,
Israel,ISR,1979,1.910000038,,3628307,
Israel,ISR,1980,1.810000038,,3700916,
Israel,ISR,1981,1.729999924,,3770694,
Israel,ISR,1982,1.660000038,,3838109,
Israel,ISR,1983,1.589999962,,3903954,
Israel,ISR,1984,1.519999981,,3969182,
Israel,ISR,1985,1.439999962,,4035062,
Israel,ISR,1986,1.369999981,,4100542,
Israel,ISR,1987,1.310000038,,4167130,
Israel,ISR,1988,1.25,,4241786,
Israel,ISR,1989,1.210000038,,4333578,
Israel,ISR,1990,1.160000038,,4448348,
Israel,ISR,1991,1.110000038,,4589305,
Israel,ISR,1992,1.05,,4752826,
Israel,ISR,1993,0.989999962,,4929413,
Israel,ISR,1994,0.919999981,,5105571,
Israel,ISR,1995,0.860000038,,5271368,
