Entity,Code,Year,LE,HE,Population,Continent
Australia,AUS,1900,,,3693392,
Australia,AUS,1901,,,3755077,
Australia,AUS,1902,,,3815607,
Australia,AUS,1903,,,3874926,
Australia,AUS,1904,,,3935167,
Australia,AUS,1905,,,3996345,
Australia,AUS,1906,,,4058473,
Australia,AUS,1907,,,4121568,
Australia,AUS,1908,,,4185642,
Australia,AUS,1909,,,4254768,
Australia,AUS,1910,,,4329104,
Australia,AUS,1911,,,4408814,
Australia,AUS,1912,,,4494067,
Australia,AUS,1913,,,4585034,
Australia,AUS,1914,,,4677842,
Australia,AUS,1915,,,4772528,
Australia,AUS,1916,,,4869131,
Australia,AUS,1917,,,4967689,
Australia,AUS,1918,,,5069403,
Australia,AUS,1919,,,5171666,
Australia,AUS,1920,,,5274460,
Australia,AUS,1921,,,5377766,
Australia,AUS,1922,,,5481563,
Australia,AUS,1923,,,5585832,
Australia,AUS,1924,,,5692084,
Australia,AUS,1925,,,5800358,
Australia,AUS,1926,,,5910690,
Australia,AUS,1927,,,6023122,
Australia,AUS,1928,,,6137692,
Australia,AUS,1929,,,6241064,
Australia,AUS,1930,,,6332911,
Australia,AUS,1931,,,6412898,
Australia,AUS,1932,,,6480684,
Australia,AUS,1933,,,6535920,
Australia,AUS,1934,,,6591627,
Australia,AUS,1935,,,6647809,
Australia,AUS,1936,,,6704469,
Australia,AUS,1937,,,6761613,
Australia,AUS,1938,,,6819243,
Australia,AUS,1939,,,6887974,
Australia,AUS,1940,,,6968070,
Australia,AUS,1941,,,7059804,
Australia,AUS,1942,,,7163452,
Australia,AUS,1943,,,7279295,
Australia,AUS,1944,,,7397011,
Australia,AUS,1945,,,7516631,
Australia,AUS,1946,,,7638185,
Australia,AUS,1947,,,7761706,
Australia,AUS,1948,,,7887223,
Australia,AUS,1949,,,8025619,
Australia,AUS,1950,,,8177348,
Australia,AUS,1951,,,8398224,
Australia,AUS,1952,,,8595064,
Australia,AUS,1953,,,8782177,
Australia,AUS,1954,,,8970121,
Australia,AUS,1955,,,9165700,
Australia,AUS,1956,,,9371781,
Australia,AUS,1957,,,9587459,
Australia,AUS,1958,,,9808595,
Australia,AUS,1959,,,10028799,
Australia,AUS,1960,70.81707001,,10242070,
Australia,AUS,1961,70.97316742,,10445836,
Australia,AUS,1962,70.94243622,,10643420,
Australia,AUS,1963,70.91170502,,10845179,
Australia,AUS,1964,70.88097382,,11065419,
Australia,AUS,1965,70.85024261,,11313186,
Australia,AUS,1966,70.81951141,,11593402,
Australia,AUS,1967,70.86927032,,11899644,
Australia,AUS,1968,70.91902161,,12215704,
Australia,AUS,1969,70.96878052,,12518931,
Australia,AUS,1970,71.01853943,,12793030,
Australia,AUS,1971,71.06829071,,13033130,
Australia,AUS,1972,71.45755768,,13244163,
Australia,AUS,1973,71.84683228,,13431790,
Australia,AUS,1974,72.23609924,,13605574,
Australia,AUS,1975,72.62536621,,13773290,
Australia,AUS,1976,73.01463318,,13935722,
Australia,AUS,1977,73.34439087,,14092545,
Australia,AUS,1978,73.67414856,,14249403,
Australia,AUS,1979,74.00390625,,14413002,
Australia,AUS,1980,74.33365631,,14588400,
Australia,AUS,1981,74.663414,,14777241,
Australia,AUS,1982,74.90487671,,14979203,
Australia,AUS,1983,75.14633942,,15194644,
Australia,AUS,1984,75.38780212,,15423156,
Australia,AUS,1985,75.62926483,,15663672,
Australia,AUS,1986,75.87073517,,15917580,
Australia,AUS,1987,76.15171051,,16183159,
Australia,AUS,1988,76.43268585,,16452258,
Australia,AUS,1989,76.71366119,,16713989,
Australia,AUS,1990,76.99463654,,16960600,
Australia,AUS,1991,77.27561188,,17189235,
Australia,AUS,1992,77.37805176,,17402179,
Australia,AUS,1993,77.87805176,,17603211,
Australia,AUS,1994,77.87805176,,17798526,
Australia,AUS,1995,77.82926941,,17993083,
Australia,AUS,1996,78.07804871,,18189274,
Australia,AUS,1997,78.48048401,,18387205,
Australia,AUS,1998,78.63170624,,18587027,
Australia,AUS,1999,78.93170929,,18788187,
Australia,AUS,2000,79.23414612,2155.341553,18991434,
Australia,AUS,2001,79.63414764,2279.328369,19194676,
Australia,AUS,2002,79.93658447,2438.218262,19401366,
Australia,AUS,2003,80.2390213,2561.601074,19624163,
Australia,AUS,2004,80.490242,2753.679688,19879654,
Australia,AUS,2005,80.84146118,2841.891357,20178543,
Australia,AUS,2006,81.04146576,3012.346924,20526300,
Australia,AUS,2007,81.29268646,3180.877441,20916339,
Australia,AUS,2008,81.39511871,3297.279053,21332293,
Australia,AUS,2009,81.54389954,3553.792236,21750852,
Australia,AUS,2010,81.69512177,3587.303711,22154687,
Australia,AUS,2011,81.89511871,3760.759766,22538002,
Australia,AUS,2012,82.04634094,3778.473633,22903951,
Australia,AUS,2013,82.14878082,4161.620117,23254912,
Australia,AUS,2014,82.30000305,4283.14209,23596426,
Australia,AUS,2015,82.40000153,4392.074219,23932499,Oceania
Australia,AUS,2016,82.44878387,4632.316406,24262710,
Australia,AUS,2017,82.5,4715.827148,24584619,
Australia,AUS,2018,82.7487793,4876.28125,24898153,
Australia,AUS,2019,82.90000153,5294.462891,25203200,
Australia,AUS,2020,83.19999695,,25499881,
Australia,AUS,2021,,,25788217,
Austria,AUT,1900,,,5979177,
Austria,AUT,1901,,,6040558,
Austria,AUT,1902,,,6102566,
Austria,AUT,1903,,,6165209,
Austria,AUT,1904,,,6228494,
Austria,AUT,1905,,,6292428,
Austria,AUT,1906,,,6357019,
Austria,AUT,1907,,,6422273,
Austria,AUT,1908,,,6488197,
Austria,AUT,1909,,,6538011,
Austria,AUT,1910,,,6571589,
Austria,AUT,1911,,,6588805,
Austria,AUT,1912,,,6589531,
Austria,AUT,1913,,,6573639,
Austria,AUT,1914,,,6557784,
Austria,AUT,1915,,,6541968,
Austria,AUT,1916,,,6526190,
Austria,AUT,1917,,,6510449,
Austria,AUT,1918,,,6494626,
Austria,AUT,1919,,,6486498,
Austria,AUT,1920,,,6486071,
Austria,AUT,1921,,,6493354,
Austria,AUT,1922,,,6508357,
Austria,AUT,1923,,,6531085,
Austria,AUT,1924,,,6553893,
Austria,AUT,1925,,,6576781,
Austria,AUT,1926,,,6599749,
Austria,AUT,1927,,,6622797,
Austria,AUT,1928,,,6645925,
Austria,AUT,1929,,,6664880,
Austria,AUT,1930,,,6679646,
Austria,AUT,1931,,,6690205,
Austria,AUT,1932,,,6696544,
Austria,AUT,1933,,,6698645,
Austria,AUT,1934,,,6700747,
Austria,AUT,1935,,,6702849,
Austria,AUT,1936,,,6704952,
Austria,AUT,1937,,,6707055,
Austria,AUT,1938,,,6709160,
Austria,AUT,1939,,,6715381,
Austria,AUT,1940,,,6725736,
Austria,AUT,1941,,,6740238,
Austria,AUT,1942,,,6758904,
Austria,AUT,1943,,,6781749,
Austria,AUT,1944,,,6804670,
Austria,AUT,1945,,,6827669,
Austria,AUT,1946,,,6850746,
Austria,AUT,1947,,,6873901,
Austria,AUT,1948,,,6897134,
Austria,AUT,1949,,,6917985,
Austria,AUT,1950,,,6936442,
Austria,AUT,1951,,,6931346,
Austria,AUT,1952,,,6931194,
Austria,AUT,1953,,,6935149,
Austria,AUT,1954,,,6942617,
Austria,AUT,1955,,,6953404,
Austria,AUT,1956,,,6967624,
Austria,AUT,1957,,,6985724,
Austria,AUT,1958,,,7008415,
Austria,AUT,1959,,,7036554,
Austria,AUT,1960,68.58560944,,7070773,
Austria,AUT,1961,69.57731628,,7111139,
Austria,AUT,1962,69.30950928,,7156836,
Austria,AUT,1963,69.44365692,,7205991,
Austria,AUT,1964,69.92195129,,7256091,
Austria,AUT,1965,69.72219849,,7305154,
Austria,AUT,1966,70.04585266,,7352239,
Austria,AUT,1967,69.91780853,,7397168,
Austria,AUT,1968,70.05756378,,7439581,
Austria,AUT,1969,69.83316803,,7479340,
Austria,AUT,1970,69.9146347,,7516238,
Austria,AUT,1971,70.11463165,,7550339,
Austria,AUT,1972,70.46341705,,7581120,
Austria,AUT,1973,71.01463318,,7607067,
Austria,AUT,1974,71.01219177,,7626290,
Austria,AUT,1975,71.11463165,,7637686,
Austria,AUT,1976,71.56585693,,7640755,
Austria,AUT,1977,71.9146347,,7636573,
Austria,AUT,1978,72.01219177,,7627762,
Austria,AUT,1979,72.31219482,,7617883,
Austria,AUT,1980,72.46341705,,7609750,
Austria,AUT,1981,72.81219482,,7604512,
Austria,AUT,1982,72.96097565,,7602177,
Austria,AUT,1983,73.01219177,,7603100,
Austria,AUT,1984,73.61219788,,7607296,
Austria,AUT,1985,73.81463623,,7614874,
Austria,AUT,1986,74.31707001,,7625395,
Austria,AUT,1987,74.76829529,,7639351,
Austria,AUT,1988,75.21707153,,7658856,
Austria,AUT,1989,75.26585388,,7686564,
Austria,AUT,1990,75.56829071,,7723954,
Austria,AUT,1991,75.61707306,,7772698,
Austria,AUT,1992,75.81707001,,7830938,
Austria,AUT,1993,76.06829071,,7892089,
Austria,AUT,1994,76.41950989,,7947215,
Austria,AUT,1995,76.66828918,,7990113,
Austria,AUT,1996,76.87073517,,8017852,
Austria,AUT,1997,77.31951141,,8032873,
Austria,AUT,1998,77.67073059,,8041054,
Austria,AUT,1999,77.87561035,,8051116,
Austria,AUT,2000,78.12683105,2708.029541,8069276,
Austria,AUT,2001,78.5756073,2761.801025,8097755,
Austria,AUT,2002,78.67804718,2935.818604,8134403,
Austria,AUT,2003,78.63170624,3073.730713,8175855,
Austria,AUT,2004,79.18048859,3288.346436,8216809,
Austria,AUT,2005,79.33171082,3381.659912,8253656,
Austria,AUT,2006,79.88048553,3591.060303,8285344,
Austria,AUT,2007,80.18048859,3759.672852,8313731,
Austria,AUT,2008,80.43170929,4024.80249,8341525,
Austria,AUT,2009,80.33171082,4191.473145,8372657,
Austria,AUT,2010,80.58049011,4303.119629,8409945,
Austria,AUT,2011,80.98292542,4465.65918,8453501,
Austria,AUT,2012,80.93658447,4750.581543,8502230,
Austria,AUT,2013,81.13658905,4945.449707,8556191,
Austria,AUT,2014,81.490242,5082.537109,8615205,
Austria,AUT,2015,81.19024658,5204.62207,8678667,Europe
Austria,AUT,2016,81.64146423,5476.677734,8747306,
Austria,AUT,2017,81.64390564,5641.175293,8819902,
Austria,AUT,2018,81.69268036,5898.353027,8891383,
Austria,AUT,2019,81.89511871,6134.131348,8955108,
Austria,AUT,2020,81.19268036,,9006400,
Austria,AUT,2021,,,9043072,
Belgium,BEL,1900,,,6717693,
Belgium,BEL,1901,,,6788335,
Belgium,BEL,1902,,,6861404,
Belgium,BEL,1903,,,6936940,
Belgium,BEL,1904,,,7013309,
Belgium,BEL,1905,,,7090518,
Belgium,BEL,1906,,,7168577,
Belgium,BEL,1907,,,7247495,
Belgium,BEL,1908,,,7327282,
Belgium,BEL,1909,,,7392503,
Belgium,BEL,1910,,,7442986,
Belgium,BEL,1911,,,7478558,
Belgium,BEL,1912,,,7499046,
Belgium,BEL,1913,,,7504272,
Belgium,BEL,1914,,,7509502,
Belgium,BEL,1915,,,7514736,
Belgium,BEL,1916,,,7519973,
Belgium,BEL,1917,,,7525214,
Belgium,BEL,1918,,,7530616,
Belgium,BEL,1919,,,7545092,
Belgium,BEL,1920,,,7568708,
Belgium,BEL,1921,,,7601534,
Belgium,BEL,1922,,,7643636,
Belgium,BEL,1923,,,7695085,
Belgium,BEL,1924,,,7746881,
Belgium,BEL,1925,,,7799025,
Belgium,BEL,1926,,,7851520,
Belgium,BEL,1927,,,7904369,
Belgium,BEL,1928,,,7957573,
Belgium,BEL,1929,,,8005591,
Belgium,BEL,1930,,,8048371,
Belgium,BEL,1931,,,8085859,
Belgium,BEL,1932,,,8118000,
Belgium,BEL,1933,,,8144741,
Belgium,BEL,1934,,,8171569,
Belgium,BEL,1935,,,8198486,
Belgium,BEL,1936,,,8225492,
Belgium,BEL,1937,,,8252586,
Belgium,BEL,1938,,,8279770,
Belgium,BEL,1939,,,8307322,
Belgium,BEL,1940,,,8335242,
Belgium,BEL,1941,,,8363535,
Belgium,BEL,1942,,,8392202,
Belgium,BEL,1943,,,8421245,
Belgium,BEL,1944,,,8450388,
Belgium,BEL,1945,,,8479632,
Belgium,BEL,1946,,,8508977,
Belgium,BEL,1947,,,8538424,
Belgium,BEL,1948,,,8567973,
Belgium,BEL,1949,,,8600995,
Belgium,BEL,1950,,,8637521,
Belgium,BEL,1951,,,8680176,
Belgium,BEL,1952,,,8727988,
Belgium,BEL,1953,,,8779267,
Belgium,BEL,1954,,,8832697,
Belgium,BEL,1955,,,8887275,
Belgium,BEL,1956,,,8942408,
Belgium,BEL,1957,,,8997845,
Belgium,BEL,1958,,,9053640,
Belgium,BEL,1959,,,9110067,
Belgium,BEL,1960,69.70195007,,9167361,
Belgium,BEL,1961,70.52097321,,9225414,
Belgium,BEL,1962,70.21951294,,9283545,
Belgium,BEL,1963,70.05146027,,9340419,
Belgium,BEL,1964,70.75511932,,9394300,
Belgium,BEL,1965,70.62536621,,9443948,
Belgium,BEL,1966,70.7063446,,9488759,
Belgium,BEL,1967,71.01292419,,9529046,
Belgium,BEL,1968,70.69316864,,9565591,
Belgium,BEL,1969,70.76487732,,9599651,
Belgium,BEL,1970,70.97195435,,9632179,
Belgium,BEL,1971,71.06048584,,9663323,
Belgium,BEL,1972,71.40512085,,9692845,
Belgium,BEL,1973,71.63536835,,9720750,
Belgium,BEL,1974,71.9858551,,9747023,
Belgium,BEL,1975,71.97122192,,9771582,
Belgium,BEL,1976,72.11975861,,9794771,
Belgium,BEL,1977,72.77390289,,9816693,
Belgium,BEL,1978,72.69805145,,9836812,
Belgium,BEL,1979,73.19365692,,9854372,
Belgium,BEL,1980,73.2070694,,9868999,
Belgium,BEL,1981,73.6217041,,9880594,
Belgium,BEL,1982,73.88804626,,9889819,
Belgium,BEL,1983,73.86902618,,9897877,
Belgium,BEL,1984,74.40487671,,9906370,
Belgium,BEL,1985,74.52024078,,9916577,
Belgium,BEL,1986,74.73170471,,9928539,
Belgium,BEL,1987,75.36585236,,9942281,
Belgium,BEL,1988,75.56585693,,9959011,
Belgium,BEL,1989,75.6326828,,9980175,
Belgium,BEL,1990,76.05194855,,10006545,
Belgium,BEL,1991,76.19219208,,10039450,
Belgium,BEL,1992,76.35121918,,10078098,
Belgium,BEL,1993,76.34536743,,10118684,
Belgium,BEL,1994,76.6917038,,10155909,
Belgium,BEL,1995,76.84072876,,10186304,
Belgium,BEL,1996,77.18731689,,10208265,
Belgium,BEL,1997,77.37073517,,10223785,
Belgium,BEL,1998,77.47316742,,10237298,
Belgium,BEL,1999,77.61951447,,10255161,
Belgium,BEL,2000,77.72195435,2226.144287,10282046,
Belgium,BEL,2001,77.97316742,2352.505615,10319026,
Belgium,BEL,2002,78.0756073,2524.578613,10364879,
Belgium,BEL,2003,78.12926483,2851.01123,10419029,
Belgium,BEL,2004,78.87805176,3008.062256,10480118,
Belgium,BEL,2005,78.98048401,3082.290039,10546885,
Belgium,BEL,2006,79.38048553,3237.00708,10619484,
Belgium,BEL,2007,79.78292847,3381.330566,10697576,
Belgium,BEL,2008,79.68048859,3662.915527,10778764,
Belgium,BEL,2009,80.03414917,3927.464844,10859934,
Belgium,BEL,2010,80.18292999,4101.003418,10938735,
Belgium,BEL,2011,80.5853653,4269.318848,11013860,
Belgium,BEL,2012,80.38536835,4455.734863,11085355,
Belgium,BEL,2013,80.5878067,4621.130371,11154008,
Belgium,BEL,2014,81.28780365,4771.913574,11221225,
Belgium,BEL,2015,80.99268341,4834.890137,11287931,Europe
Belgium,BEL,2016,81.43902588,5244.892578,11354407,
Belgium,BEL,2017,81.49268341,5450.47998,11419752,
Belgium,BEL,2018,81.59512329,5683.120605,11482180,
Belgium,BEL,2019,81.99512482,5846.896484,11539326,
Belgium,BEL,2020,80.79512024,,11589616,
Belgium,BEL,2021,,,11632334,
Canada,CAN,1900,,,5411600,
Canada,CAN,1901,,,5523789,
Canada,CAN,1902,,,5657400,
Canada,CAN,1903,,,5813200,
Canada,CAN,1904,,,5973290,
Canada,CAN,1905,,,6137788,
Canada,CAN,1906,,,6306814,
Canada,CAN,1907,,,6480495,
Canada,CAN,1908,,,6658958,
Canada,CAN,1909,,,6831767,
Canada,CAN,1910,,,6998560,
Canada,CAN,1911,,,7158958,
Canada,CAN,1912,,,7312570,
Canada,CAN,1913,,,7458989,
Canada,CAN,1914,,,7608339,
Canada,CAN,1915,,,7760678,
Canada,CAN,1916,,,7916065,
Canada,CAN,1917,,,8074563,
Canada,CAN,1918,,,8239420,
Canada,CAN,1919,,,8403027,
Canada,CAN,1920,,,8565278,
Canada,CAN,1921,,,8726061,
Canada,CAN,1922,,,8885262,
Canada,CAN,1923,,,9042762,
Canada,CAN,1924,,,9203054,
Canada,CAN,1925,,,9366188,
Canada,CAN,1926,,,9532213,
Canada,CAN,1927,,,9701181,
Canada,CAN,1928,,,9873144,
Canada,CAN,1929,,,10034182,
Canada,CAN,1930,,,10183950,
Canada,CAN,1931,,,10322094,
Canada,CAN,1932,,,10448251,
Canada,CAN,1933,,,10562053,
Canada,CAN,1934,,,10677095,
Canada,CAN,1935,,,10793390,
Canada,CAN,1936,,,10910951,
Canada,CAN,1937,,,11029793,
Canada,CAN,1938,,,11149930,
Canada,CAN,1939,,,11288246,
Canada,CAN,1940,,,11445248,
Canada,CAN,1941,,,11621456,
Canada,CAN,1942,,,11817397,
Canada,CAN,1943,,,12033612,
Canada,CAN,1944,,,12253783,
Canada,CAN,1945,,,12477983,
Canada,CAN,1946,,,12706285,
Canada,CAN,1947,,,12938764,
Canada,CAN,1948,,,13175496,
Canada,CAN,1949,,,13439995,
Canada,CAN,1950,,,13733398,
Canada,CAN,1951,,,14078449,
Canada,CAN,1952,,,14445453,
Canada,CAN,1953,,,14834905,
Canada,CAN,1954,,,15245416,
Canada,CAN,1955,,,15673764,
Canada,CAN,1956,,,16114734,
Canada,CAN,1957,,,16561262,
Canada,CAN,1958,,,17004835,
Canada,CAN,1959,,,17436204,
Canada,CAN,1960,71.13317108,,17847404,
Canada,CAN,1961,71.34609985,,18233965,
Canada,CAN,1962,71.36707306,,18596848,
Canada,CAN,1963,71.38072968,,18943237,
Canada,CAN,1964,71.7763443,,19284228,
Canada,CAN,1965,71.87219238,,19627973,
Canada,CAN,1966,72.0043869,,19975695,
Canada,CAN,1967,72.20780182,,20324786,
Canada,CAN,1968,72.35341644,,20674999,
Canada,CAN,1969,72.50146484,,21025257,
Canada,CAN,1970,72.70048523,,21374326,
Canada,CAN,1971,73.02926636,,21723465,
Canada,CAN,1972,72.93389893,,22072193,
Canada,CAN,1973,73.16268158,,22415313,
Canada,CAN,1974,73.23756409,,22745896,
Canada,CAN,1975,73.52170563,,23059266,
Canada,CAN,1976,73.85609436,,23354587,
Canada,CAN,1977,74.21560669,,23634377,
Canada,CAN,1978,74.52975464,,23901716,
Canada,CAN,1979,74.86634064,,24161133,
Canada,CAN,1980,75.07804871,,24416885,
Canada,CAN,1981,75.46341705,,24668159,
Canada,CAN,1982,75.76341248,,24916538,
Canada,CAN,1983,76.06585693,,25171436,
Canada,CAN,1984,76.21707153,,25444886,
Canada,CAN,1985,76.36829376,,25744807,
Canada,CAN,1986,76.51951599,,26075504,
Canada,CAN,1987,76.71951294,,26432894,
Canada,CAN,1988,76.91950989,,26806125,
Canada,CAN,1989,77.11951447,,27179497,
Canada,CAN,1990,77.42195129,,27541323,
Canada,CAN,1991,77.62194824,,27888813,
Canada,CAN,1992,77.72438812,,28224410,
Canada,CAN,1993,77.8243866,,28547964,
Canada,CAN,1994,77.826828,,28860734,
Canada,CAN,1995,78.02926636,,29164153,
Canada,CAN,1996,78.18048859,,29457820,
Canada,CAN,1997,78.43170929,,29742378,
Canada,CAN,1998,78.63414764,,30022078,
Canada,CAN,1999,78.88536835,,30302511,
Canada,CAN,2000,79.13658905,2429.605713,30588379,
Canada,CAN,2001,79.3390274,2617.796631,30880072,
Canada,CAN,2002,79.490242,2758.297852,31178260,
Canada,CAN,2003,79.74146271,2927.970947,31488046,
Canada,CAN,2004,79.89268494,3086.56543,31815490,
Canada,CAN,2005,80.19268036,3290.419678,32164313,
Canada,CAN,2006,80.34390259,3563.675049,32536994,
Canada,CAN,2007,80.54389954,3731.279785,32930795,
Canada,CAN,2008,80.69512177,3868.458984,33337638,
Canada,CAN,2009,80.99512482,4153.828125,33746093,
Canada,CAN,2010,81.24633789,4272.628418,34147566,
Canada,CAN,2011,81.44878387,4308.483398,34539156,
Canada,CAN,2012,81.64878082,4416.809082,34922031,
Canada,CAN,2013,81.7487793,4581.4375,35296535,
Canada,CAN,2014,81.80000305,4659.252441,35664338,
Canada,CAN,2015,81.90000153,4751.443359,36026668,North America
Canada,CAN,2016,81.90000153,5084.125977,36382942,
Canada,CAN,2017,81.90000153,5208.718262,36732091,
Canada,CAN,2018,82.04878235,5427.74707,37074558,
Canada,CAN,2019,82.04878235,5520.651367,37411038,
Canada,CAN,2020,81.7487793,,37742157,
Canada,CAN,2021,,,38067913,
Denmark,DNK,1900,,,2565597,
Denmark,DNK,1901,,,2595319,
Denmark,DNK,1902,,,2625800,
Denmark,DNK,1903,,,2657054,
Denmark,DNK,1904,,,2688680,
Denmark,DNK,1905,,,2720683,
Denmark,DNK,1906,,,2753066,
Denmark,DNK,1907,,,2785834,
Denmark,DNK,1908,,,2818993,
Denmark,DNK,1909,,,2852524,
Denmark,DNK,1910,,,2886432,
Denmark,DNK,1911,,,2920720,
Denmark,DNK,1912,,,2955394,
Denmark,DNK,1913,,,2990457,
Denmark,DNK,1914,,,3025936,
Denmark,DNK,1915,,,3061836,
Denmark,DNK,1916,,,3098162,
Denmark,DNK,1917,,,3134919,
Denmark,DNK,1918,,,3172037,
Denmark,DNK,1919,,,3207678,
Denmark,DNK,1920,,,3241807,
Denmark,DNK,1921,,,3274391,
Denmark,DNK,1922,,,3305392,
Denmark,DNK,1923,,,3334775,
Denmark,DNK,1924,,,3364419,
Denmark,DNK,1925,,,3394327,
Denmark,DNK,1926,,,3424500,
Denmark,DNK,1927,,,3454942,
Denmark,DNK,1928,,,3485654,
Denmark,DNK,1929,,,3515938,
Denmark,DNK,1930,,,3545784,
Denmark,DNK,1931,,,3575182,
Denmark,DNK,1932,,,3604123,
Denmark,DNK,1933,,,3632598,
Denmark,DNK,1934,,,3661298,
Denmark,DNK,1935,,,3690224,
Denmark,DNK,1936,,,3719379,
Denmark,DNK,1937,,,3748764,
Denmark,DNK,1938,,,3778382,
Denmark,DNK,1939,,,3810539,
Denmark,DNK,1940,,,3845283,
Denmark,DNK,1941,,,3882658,
Denmark,DNK,1942,,,3922710,
Denmark,DNK,1943,,,3965488,
Denmark,DNK,1944,,,4008732,
Denmark,DNK,1945,,,4052448,
Denmark,DNK,1946,,,4096640,
Denmark,DNK,1947,,,4141315,
Denmark,DNK,1948,,,4186477,
Denmark,DNK,1949,,,4228817,
Denmark,DNK,1950,,,4268281,
Denmark,DNK,1951,,,4308917,
Denmark,DNK,1952,,,4346187,
Denmark,DNK,1953,,,4380305,
Denmark,DNK,1954,,,4411662,
Denmark,DNK,1955,,,4440779,
Denmark,DNK,1956,,,4468350,
Denmark,DNK,1957,,,4495215,
Denmark,DNK,1958,,,4522337,
Denmark,DNK,1959,,,4550683,
Denmark,DNK,1960,72.17658234,,4581099,
Denmark,DNK,1961,72.43829346,,4614027,
Denmark,DNK,1962,72.31975555,,4649341,
Denmark,DNK,1963,72.40048981,,4686269,
Denmark,DNK,1964,72.48512268,,4723623,
Denmark,DNK,1965,72.37073517,,4760461,
Denmark,DNK,1966,72.4441452,,4796481,
Denmark,DNK,1967,72.92219543,,4831750,
Denmark,DNK,1968,73.12145996,,4866069,
Denmark,DNK,1969,73.22097778,,4899289,
Denmark,DNK,1970,73.34341431,,4931239,
Denmark,DNK,1971,73.4146347,,4961759,
Denmark,DNK,1972,73.43902588,,4990551,
Denmark,DNK,1973,73.68219757,,5017247,
Denmark,DNK,1974,73.8082962,,5041413,
Denmark,DNK,1975,74.07511902,,5062731,
Denmark,DNK,1976,73.73975372,,5081262,
Denmark,DNK,1977,74.63243866,,5097049,
Denmark,DNK,1978,74.39292908,,5109693,
Denmark,DNK,1979,74.2192688,,5118711,
Denmark,DNK,1980,74.10170746,,5123945,
Denmark,DNK,1981,74.23048401,,5125296,
Denmark,DNK,1982,74.55121613,,5123349,
Denmark,DNK,1983,74.42048645,,5119607,
Denmark,DNK,1984,74.56219482,,5116055,
Denmark,DNK,1985,74.4275589,,5114250,
Denmark,DNK,1986,74.57975769,,5114645,
Denmark,DNK,1987,74.69122314,,5117282,
Denmark,DNK,1988,74.77170563,,5122442,
Denmark,DNK,1989,74.79975891,,5130362,
Denmark,DNK,1990,74.80536652,,5141117,
Denmark,DNK,1991,75.1578064,,5154906,
Denmark,DNK,1992,75.1941452,,5171654,
Denmark,DNK,1993,75.11682892,,5190745,
Denmark,DNK,1994,75.37512207,,5211334,
Denmark,DNK,1995,75.21268463,,5232709,
Denmark,DNK,1996,75.59146118,,5254857,
Denmark,DNK,1997,75.94512177,,5277713,
Denmark,DNK,1998,76.13902283,,5300380,
Denmark,DNK,1999,76.34146118,,5321771,
Denmark,DNK,2000,76.59268188,2327.757813,5341192,
Denmark,DNK,2001,76.79268646,2492.487305,5358059,
Denmark,DNK,2002,76.89511871,2670.243164,5372798,
Denmark,DNK,2003,77.14390564,2744.903564,5386968,
Denmark,DNK,2004,77.49268341,2968.252441,5402754,
Denmark,DNK,2005,77.84390259,3109.049072,5421701,
Denmark,DNK,2006,78.09512329,3424.716309,5444293,
Denmark,DNK,2007,78.19512177,3642.547119,5469920,
Denmark,DNK,2008,78.44634247,3938.907715,5497731,
Denmark,DNK,2009,78.5975647,4317.374512,5526389,
Denmark,DNK,2010,79.09999847,4457.368652,5554849,
Denmark,DNK,2011,79.80000305,4516.297852,5582980,
Denmark,DNK,2012,80.05121613,4597.623047,5610909,
Denmark,DNK,2013,80.30000305,4762.361328,5638152,
Denmark,DNK,2014,80.69999695,4886.55127,5664199,
Denmark,DNK,2015,80.70243835,5037.012695,5688695,Europe
Denmark,DNK,2016,80.85366058,5291.916016,5711346,
Denmark,DNK,2017,81.10243988,5573.279785,5732277,
Denmark,DNK,2018,80.95365906,5799.371094,5752131,
Denmark,DNK,2019,81.45121765,6015.460938,5771877,
Denmark,DNK,2020,81.55121613,,5792203,
Denmark,DNK,2021,,,5813302,
Finland,FIN,1900,,,2641828,
Finland,FIN,1901,,,2669919,
Finland,FIN,1902,,,2697717,
Finland,FIN,1903,,,2725213,
Finland,FIN,1904,,,2752988,
Finland,FIN,1905,,,2781048,
Finland,FIN,1906,,,2809393,
Finland,FIN,1907,,,2838027,
Finland,FIN,1908,,,2866952,
Finland,FIN,1909,,,2894150,
Finland,FIN,1910,,,2919589,
Finland,FIN,1911,,,2943236,
Finland,FIN,1912,,,2965061,
Finland,FIN,1913,,,2985031,
Finland,FIN,1914,,,3005135,
Finland,FIN,1915,,,3025375,
Finland,FIN,1916,,,3045751,
Finland,FIN,1917,,,3066264,
Finland,FIN,1918,,,3086979,
Finland,FIN,1919,,,3109648,
Finland,FIN,1920,,,3134303,
Finland,FIN,1921,,,3160974,
Finland,FIN,1922,,,3189692,
Finland,FIN,1923,,,3220491,
Finland,FIN,1924,,,3251587,
Finland,FIN,1925,,,3282983,
Finland,FIN,1926,,,3314683,
Finland,FIN,1927,,,3346688,
Finland,FIN,1928,,,3379002,
Finland,FIN,1929,,,3409796,
Finland,FIN,1930,,,3439042,
Finland,FIN,1931,,,3466711,
Finland,FIN,1932,,,3492777,
Finland,FIN,1933,,,3517209,
Finland,FIN,1934,,,3541812,
Finland,FIN,1935,,,3566588,
Finland,FIN,1936,,,3591537,
Finland,FIN,1937,,,3616660,
Finland,FIN,1938,,,3641959,
Finland,FIN,1939,,,3668255,
